"","KO","Metabolism","Pathway","Subpathway","Name"
"167","K00014","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","aroE; shikimate dehydrogenase [EC:1.1.1.25]"
"168","K00800","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]"
"169","K00891","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]"
"170","K01626","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
"171","K01735","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","aroB; 3-dehydroquinate synthase [EC:4.2.3.4]"
"172","K01736","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","aroC; chorismate synthase [EC:4.2.3.5]"
"173","K03785","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]"
"174","K03786","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]"
"175","K03856","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
"176","K05358","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","quiA; quinate dehydrogenase (quinone) [EC:1.1.5.8]"
"177","K05887","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","ydiB; quinate/shikimate dehydrogenase [EC:1.1.1.282]"
"178","K13829","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]"
"179","K13830","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","ARO1; pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]"
"180","K13832","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate","aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]"
"181","K25901","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Chorismate",""
"182","K01713","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Alanine","pheC; cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]"
"183","K04518","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Alanine","pheA2; prephenate dehydratase [EC:4.2.1.51]"
"184","K05359","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Alanine","ADT, PDT; arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]"
"185","K00766","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]"
"186","K01609","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]"
"187","K01656","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","TRP3; anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]"
"188","K01657","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpE; anthranilate synthase component I [EC:4.1.3.27]"
"189","K01658","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpG; anthranilate synthase component II [EC:4.1.3.27]"
"190","K01694","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","TRP; tryptophan synthase [EC:4.2.1.20]"
"191","K01695","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpA; tryptophan synthase alpha chain [EC:4.2.1.20]"
"192","K01696","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpB; tryptophan synthase beta chain [EC:4.2.1.20]"
"193","K01817","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]"
"194","K06001","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpB; tryptophan synthase beta chain [EC:4.2.1.20]"
"195","K13497","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]"
"196","K13498","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]"
"197","K13501","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24]"
"198","K13503","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Tryptophan","trpEG; anthranilate synthase [EC:4.1.3.27]"
"199","K00211","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","TYR1; prephenate dehydrogenase (NADP+) [EC:1.3.1.13]"
"200","K00220","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]"
"201","K04517","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","tyrA2; prephenate dehydrogenase [EC:1.3.1.12]"
"202","K15226","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","tyrAa; arogenate dehydrogenase (NADP+) [EC:1.3.1.78]"
"203","K15227","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","TYRAAT; arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]"
"204","K00259","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Alanine","ald; alanine dehydrogenase [EC:1.4.1.1]"
"205","K00814","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Alanine","GPT, ALT; alanine transaminase [EC:2.6.1.2]"
"206","K19244","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Alanine","ala; alanine dehydrogenase [EC:1.4.1.1]"
"207","K14727","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Alanine","pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]"
"208","K09758","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Alanine","asdA; aspartate 4-decarboxylase [EC:4.1.1.12]"
"209","K01914","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","asnA; aspartate--ammonia ligase [EC:6.3.1.1]"
"210","K01953","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"
"211","K00260","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]"
"212","K15371","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","GDH2; glutamate dehydrogenase [EC:1.4.1.2]"
"213","K00261","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]"
"214","K00262","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"215","K00264","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","GLT1; glutamate synthase (NADH) [EC:1.4.1.14]"
"216","K00265","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]"
"217","K00266","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]"
"218","K01915","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
"219","K00830","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]"
"220","K02203","Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other","thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]"
"221","K00827","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Glycine","AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]"
"222","K00600","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine","glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
"223","K00060","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Glycine","tdh; threonine 3-dehydrogenase [EC:1.1.1.103]"
"224","K00639","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Glycine","kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]"
"225","K01620","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Glycine","ltaE; threonine aldolase [EC:4.1.2.48]"
"226","K15789","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Glycine","TDH; threonine 3-dehydrogenase [EC:1.1.1.103]"
"227","K00058","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine","serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
"228","K00831","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine","serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]"
"229","K01079","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine","serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]"
"230","K13290","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine",""
"231","K22305","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine","psp; phosphoserine phosphatase [EC:3.1.3.3]"
"232","K25528","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine",""
"233","K00872","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine","thrB1; homoserine kinase [EC:2.7.1.39]"
"234","K01733","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine","thrC; threonine synthase [EC:4.2.3.1]"
"235","K02204","Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine","thrB2; homoserine kinase type II [EC:2.7.1.39]"
"236","K00059","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
"237","K00208","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]"
"238","K00209","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]"
"239","K00645","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"
"240","K00647","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]"
"241","K00648","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"242","K00665","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","FASN; fatty acid synthase, animal type [EC:2.3.1.85]"
"243","K00667","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","FAS2; fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
"244","K00668","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","FAS1; fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
"245","K01716","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabA; 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]"
"246","K01961","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]"
"247","K01962","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]"
"248","K01963","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]"
"249","K02160","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein"
"250","K02371","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]"
"251","K02372","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]"
"252","K07512","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","MECR, NRBF1; mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38]"
"253","K09458","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]"
"254","K10780","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabL; enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]"
"255","K11263","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]"
"256","K11533","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fas; fatty acid synthase, bacteria type [EC:2.3.1.-]"
"257","K16363","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]"
"258","K18472","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","accD6; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]"
"259","K18473","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabY; acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180]"
"260","K11262","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","ACACA; acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]"
"261","K01946","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","ACACB; acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]"
"262","K11539","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","CBR4; carbonyl reductase 4 / 3-oxoacyl-[acyl-carrier protein] reductase beta subunit [EC:1.1.1.-]"
"263","K13370","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","HSD17B8; 17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239]"
"264","K22540","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","HTD2; 3-hydroxyacyl-thioester dehydratase, animal type [EC:4.2.1.-]"
"265","K22541","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","HTD2; 3-hydroxyacyl-thioester dehydratase, fungi type [EC:4.2.1.-]"
"266","K01071","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","MCH; medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]"
"267","K10781","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","FATB; fatty acyl-ACP thioesterase B [EC:3.1.2.14 3.1.2.21]"
"268","K18474","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","fabM; trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:5.3.3.14]"
"269","K01897","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
"270","K15013","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","ACSBG; long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]"
"271","K03921","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]"
"272","K03922","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","desA2; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]"
"273","K10782","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Fatty acid","FATA; fatty acyl-ACP thioesterase A [EC:3.1.2.14]"
"274","K00002","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
"275","K00005","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","gldA; glycerol dehydrogenase [EC:1.1.1.6]"
"276","K00006","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]"
"277","K00011","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","AKR1B; aldehyde reductase [EC:1.1.1.21]"
"278","K00057","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"
"279","K00105","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]"
"280","K00111","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"281","K00112","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]"
"282","K00113","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","glpC; glycerol-3-phosphate dehydrogenase subunit C"
"283","K00649","Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid","GNPAT; glyceronephosphate O-acyltransferase [EC:2.3.1.42]"
